sn,amusing_name,ra,dec,z,seeing,sample,PISCO,P95,P96,P97,P98,P99,Other,MaNGA,HexPak,Swsp,csp1,csp2,phot,ST,Sterr,COL,COLerr,Bmag,Bmagerr,othername
PS1-13eao,P99--TO-DO--P99,03:29:56.35,-28:46:17.7,0.038,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014dk,P99--TO-DO--P99,00:28:12.00,+07:09:43.5,0.038,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,MLS140927:002812+070944/CSS140925:002812+070944
LSQ15alq,P99--TO-DO--P99,13:09:18.56,-25:52:20.24,0.047,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PS15amx
LSQ12fvl,P99--TO-DO--P99,05:00:50.04,-38:39:11.3,0.056,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,SN2012he/PSNJ05005007-3839114
LSQ13cmt,P99--TO-DO--P99,01:02:41.95,-21:52:23.4,0.057,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,CSS131012:010242-215224
LSQ14fmg,P99--TO-DO--P99,22:16:46.1,+15:21:14.1,0.06,-999,P99,0,0,0,0,0,1,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14gde,P99--TO-DO--P99,01:00:42.49,-14:59:33.3,0.061,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ15aja,P99--TO-DO--P99,17:03:08.91,+12:27:41.6,0.068,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ14asu,P99--TO-DO--P99,11:11:35.94,-21:27:59.7,0.0684,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2009ku,P99--TO-DO--P99,03:29:53.232,-28:05:12.12,0.079,-999,P99,0,0,0,0,0,1,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSS121006:232854+085452,P99--TO-DO--P99,23:28:54.48,+08:54:51.6,0.08,-999,P99,0,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSP13abi,P99--TO-DO--P99,05:48:57.85,-66:40:15.70,0.1000,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,OGLE-2013-SN-147
LSQ12gln,P99--TO-DO--P99,05:22:59.41,-33:27:51.32,0.112,-999,P99,0,0,0,0,0,1,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2015H,SN2015H,10:54:42.16,-21:04:13.8,0.01246,2.02,P99/JL,0,0,0,0,0,1,1,0,0,0,0,1,1,0.767,0.01,0.291,0.025,17.192,0.053,LSQ15mv/PSNJ10544216-2104138
SN2010dl,P99--TO-DO--P99,21:35:00.97,-00:30:47.8,0.03,-999,P99/MaNGA,0,0,0,0,0,1,0,1,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2014J,NaN,09:55:42.12,+69:40:25.9,0.000677,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,1.066,0.004,1.167,0.009,11.332,0.056,PSNJ09554214+6940260/iPTF14jj
SN1963J,NaN,11:50:38.29,+55:21:01.2,0.00318,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.523,0.292,-0.721,0.129,11.741,0.282,NaN
SN1998aq,NaN,11:56:25.87,+55:07:43.2,0.003699,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.986,0.005,-0.124,0.008,12.322,0.009,AAVSO1151+55
SN2007sa,NaN,11:03:10.78,+56:13:26.3,0.005077,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1954B,NaN,14:33:24.09,+04:26:41.6,0.00609,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012ei,NaN,14:24:05.71,+33:02:56.5,0.006721,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ14240571+3302565
SN2007ax,NaN,08:22:43.26,+22:33:16.9,0.006861,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,1,0,1,0.639,0.013,0.773,0.019,16.322,0.028,NaN
SN2006dy,NaN,14:22:11.45,+13:55:14.2,0.007679,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1989A,NaN,11:27:59.02,+29:30:21.4,0.008359,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.93,0.027,0.05,0.022,13.903,0.014,AAVSO1123+29
SN1991B,NaN,14:03:24.4,-06:04:21,0.008579,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1999ac,NaN,16:07:15.01,+07:58:20.4,0.00944,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.001,0.005,0.055,0.009,14.13,0.02,AAVSO1602+08
SN1991ak,NaN,13:56:48.60,+37:47:31.5,0.01015,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1969C,NaN,11:41:17.8,+47:41:33.0,0.01057,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.487,0.101,-0.435,0.12,12.471,0.357,NaN
SN1996aa,NaN,14:18:25.41,+36:29:38.7,0.011,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1995E,NaN,07:51:56.75,+73:00:34.6,0.01158,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.958,0.019,0.741,0.019,16.709,0.021,AAVSO0740+73
SN2017glq,NaN,02:08:28.00,+06:23:16.60,0.011755,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PS17esb/AT2017glq/Gaia17cfi/CSS170918:020828+062317/MLS170927:020828+062317
SN2016gxq,NaN,08:17:26.83,+21:41:25.55,0.0119,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SNhunt326/Gaia16bnf/PS17ate
SN1960M,NaN,08:19:47.44,+22:02:28.7,0.012,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1970J,NaN,23:20:12.0,+08:11:56.0,0.0132,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.935,0.008,-0.405,0.014,14.009,0.034,NaN
SN1998dk,NaN,00:14:32.16,-00:44:10.9,0.01322,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,1.018,0.311,NaN,NaN,14.848,2.145,NaN
SN2001fe,NaN,09:37:57.10,+25:29:41.3,0.013539,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.076,0.023,0.012,0.018,14.684,0.019,NaN
SN2015ab,NaN,02:28:32.86,+20:17:07.7,0.0137,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ02283286+2017077/PS15boy/PSNJ02283286+201707
SN1999ej,NaN,01:22:57.38,+33:27:58.0,0.01372,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.765,0.009,0.012,0.011,15.393,0.03,NaN
SN1992bf,NaN,02:27:55.13,+20:19:45.2,0.014,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013gq,NaN,08:17:53.51,+23:28:11.1,0.014,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ08175346+2328105
SN1999dq,NaN,02:33:59.68,+20:58:30.4,0.01433,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.095,0.006,0.085,0.01,14.417,0.045,AAVSO0228+20
SN1999aa,NaN,08:27:42.03,+21:29:14.8,0.01444,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.113,0.006,-0.055,0.008,14.727,0.018,AAVSO0821+21
SN2003dt,NaN,20:47:17.56,+00:18:42.8,0.01447,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1999dk,NaN,01:31:26.92,+14:17:05.7,0.01496,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.988,0.008,0.052,0.011,14.811,0.024,AAVSO0126+13
SN1986N,NaN,04:48:36.3,-06:19:21.50,0.015,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,AAVSO0444-06
SN2005kc,NaN,22:34:07.34,+05:34:06.3,0.01512,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,1,0,1,0.95,0.006,0.168,0.017,15.505,0.054,NaN
SN1995bd,NaN,04:45:21.24,+11:04:02.5,0.0152,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.028,0.011,0.279,0.029,15.261,0.203,NaN
iPTF14bdn,NaN,13:30:44.88,+32:45:42.4,0.01558,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,1,1,1.233,0.011,-0.011,0.019,14.828,0.018,CSS140606:133045+324542
SN2001en,NaN,01:25:22.90,+34:01:30.5,0.015871,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.937,0.006,0.004,0.009,15.061,0.023,AAVSO0119+33
SN2009fk,NaN,22:44:23.90,-00:09:42.0,0.0162,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2016hnk,NaN,02:13:16.63,-07:39:40.80,0.016268,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,ATLAS16dpc
SN2000ce,NaN,08:05:09.45,+66:47:15.2,0.01631,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.038,0.026,0.503,0.017,17.039,0.038,AAVSO0755+67
SN2007A,NaN,00:25:16.66,+12:53:12.5,0.016463,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,1,0,1,1.019,0.016,0.137,0.019,15.657,0.032,NaN
ASASSN-14iu,NaN,09:10:39.530,+50:22:48.26,0.016855,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2016itd,NaN,14:18:47.74,+24:56:27.02,0.0175,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,Gaia16caa/PS17avw
SN2012T,NaN,14:01:41.69,+33:49:33.9,0.017646,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ14014169+3349339
SN2013T,NaN,13:10:19.68,+32:28:25.7,0.017646,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SNhunt169/PSNJ13101968+3228257/MASTEROTJ131019.64+322825.4
SN1997cw,NaN,00:25:17.27,+12:53:06.2,0.01765,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.105,0.031,0.356,0.024,15.939,0.057,NaN
SN2009gf,NaN,14:15:37.11,+14:16:48.6,0.0185,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.651,0.013,0.166,0.016,16.096,0.016,NaN
SN1999gd,NaN,08:38:24.61,+25:45:33.1,0.01851,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.976,0.038,0.359,0.022,16.923,0.034,NaN
SN2001E,NaN,11:49:05.00,-09:44:10.9,0.01926,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.013,0.48,0.015,16.756,0.022,NaN
SN2004di,NaN,15:55:41.02,+47:51:49.1,0.01989,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011fs,NaN,22:17:19.52,+35:34:50.0,0.0209,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ22171952+3534500
SN2007bz,NaN,12:56:53.77,+22:22:22.1,0.021778,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.125,0.028,0.168,0.016,16.686,0.025,NaN
SN1971P,NaN,22:36:05.8,+33:58:31.2,0.022,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNF20080514-002,NaN,13:29:12.84,+11:16:20.5,0.0221,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,SN2008s1
SN2016hgw,NaN,02:57:34.02,+05:58:41.30,0.022886,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,ATLAS16dpb/iPTF16hgw
SN2006eu,NaN,20:02:51.15,+49:19:02.3,0.02359,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.86,0.013,0.204,0.027,17.18,0.077,NaN
SN2013di,NaN,22:36:27.46,+21:36:54.3,0.023833,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SNhunt202/PSNJ22362746+2136543
SN1981G,NaN,12:59:36.7,+27:57:48.0,0.024,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,AAVSO1254+28
SN2003lq,NaN,00:03:04.02,-01:54:45.5,0.0243,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN1995L,NaN,13:27:18.34,+32:01:52.7,0.02442,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2006bb,NaN,08:33:31.09,+41:31:04.1,0.0258,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.74,0.037,0.08,0.042,16.384,0.109,NaN
PSNJ15024996+4847062,NaN,15:02:49.96,+48:47:06.2,0.026138,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PTF11kju,NaN,02:55:11.98,-00:11:01.6,0.028,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2012bp,NaN,16:18:12.44,+36:28:52.8,0.02829,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,MASTEROTJ161812.44+362852.8/PTF12ccw
SN2005eq,NaN,03:08:49.31,-07:01:59.7,0.028351,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,1,0,1,1.16,0.009,-0.012,0.03,16.297,0.03,NaN
SN2014ac,NaN,15:04:40.09,+12:37:54.0,0.0287,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ15044009+1237540/PSNJ15044009+123754
ASASSN-15fs,NaN,18:58:40.816,+43:28:07.88,0.02902,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,Gaia15afh2/PS15aij
SN2009fv,NaN,16:29:44.22,+40:48:41.8,0.0293,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.886,0.037,0.42,0.025,17.196,0.039,PTF09azf
SN2009fl,NaN,16:25:10.10,+40:53:20.8,0.0294,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13dkx,NaN,01:20:53.14,+03:20:23.7,0.03,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PS1-13dhs
SN2012go,NaN,22:41:51.83,+34:58:07.4,0.03,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ22415183+3458074/PTF12lgq
SN2009eu,NaN,16:28:41.13,+39:33:12.5,0.0304,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASASSN-14ay,NaN,15:57:03.15,+37:24:57.78,0.030869,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2006ct,NaN,12:09:57.03,+47:05:43.9,0.03146,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2006te,NaN,08:11:42.99,+41:33:16.8,0.031592,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.005,0.024,-0.07,0.018,16.513,0.037,NaN
SN2011ho,NaN,11:44:12.95,+33:30:58.1,0.0318,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,SNhunt89/PSNJ11441295+3330581
SN2007bd,NaN,08:31:32.872,-01:11:58.0,0.031939,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,1,0,1,0.894,0.008,-0.082,0.024,16.561,0.016,2MASSJ08313287-0111520
ASASSN-14in,NaN,18:24:29.61,+52:26:32.8,0.033,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PS15sv,NaN,16:13:11.74,+01:35:31.1,0.033,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013U,NaN,10:01:12.00,+00:19:42.3,0.03451,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,1,1,1.16,0.023,0.076,0.009,16.58,0.021,PSNJ10011200+0019423
SN2007hu,NaN,16:56:29.96,+27:58:40.4,0.03539,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.785,0.06,0.39,0.048,17.906,0.079,NaN
SN2008dt,NaN,16:56:30.56,+27:58:33.2,0.03539,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,1.071,0.035,0.88,0.435,18.188,0.115,NaN
SN2012fb,NaN,01:50:51.20,+33:08:25.4,0.0405,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNhunt175,NaN,15:19:25.0,+20:54:02.4,0.040878,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ15192497+2054024
SN2014ev,NaN,08:35:16.68,+48:19:01.10,0.043,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ08351668+4819011
ASASSN-15fj,NaN,17:10:08.55,+74:43:42.6,0.045,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ15aae,NaN,16:30:15.70,+05:55:58.73,0.05,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,NaN,PS15acm
iPTF13ayw,NaN,15:39:33.60,+32:05:38.23,0.0538,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2003ic,NaN,00:41:50.23,-09:18:19.0,0.055672,NaN,PISCO,1,0,0,0,0,0,0,0,0,0,0,0,1,0.859,0.023,-0.116,0.036,17.355,0.133,NaN
PTF11qzq,NaN,07:19:27.24,+54:13:48.0,0.0563,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013ar,NaN,08:37:45.02,+49:28:32.2,0.06,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ08374502+4928322
CSS140501:170414+174839,NaN,17:04:13.69,+17:48:39.4,0.07,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iPTF13ddg,NaN,00:47:50.83,+31:49:17.46,0.084,NaN,PISCO,1,0,0,0,0,0,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2005P,SN2005P,14:06:34.01,-05:27:42.6,0.00948,2.68,PISCO/arx,1,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2004fd,NGC1060,02:43:15.25,+32:25:25.6,0.01731,2.01,PISCO/arx,1,0,0,0,0,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011hr,NaN,08:54:46.03,+39:32:16.1,0.013279,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ08544603+3932161
SN2011gy,NaN,03:29:35.30,+40:52:02.9,0.0169,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ03293530+4052029
SN2013fw,NaN,21:13:44.81,+13:34:33.5,0.016952,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,1,0.994,0.042,-0.039,0.025,15.006,0.036,PSNJ21134481+1334335/iPTF13duj
SN2014aa,NaN,11:45:03.58,+19:58:25.4,0.016982,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ11450358+1958254/iPTF14yw
PTF12ikt,NaN,01:14:43.13,+00:17:07.1,0.045185,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2011iu,NaN,23:51:02.28,+46:43:21.7,0.046,NaN,PISCO/HexPak,1,0,0,0,0,0,0,0,1,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ23510228+4643217
SN2002aw,NaN,16:37:29.06,+40:52:50.3,0.026145,NaN,PISCO/MaNGA,1,0,0,0,0,0,0,1,0,0,0,0,1,0.951,0.028,0.047,0.016,16.23,0.019,NaN
PS15aot,NaN,16:28:38.36,+39:32:55.2,0.03,NaN,PISCO/MaNGA,1,0,0,0,0,0,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ16283836+3932552
SN2007R,NaN,07:46:37.53,+44:47:22.1,0.03075,NaN,PISCO/MaNGA,1,0,0,0,0,0,0,1,0,0,0,0,1,0.854,0.019,-0.01,0.018,16.705,0.039,NaN
SN2007hj,SN2007hj,23:01:47.89,+15:35:11.4,0.01411,1.43,PISCO/P95,1,1,0,0,0,0,0,0,0,0,1,0,1,0.66,0.006,0.185,0.022,15.505,0.041,NaN
ASASSN-13dd,ASASSN13dd,09:07:36.75,+03:23:39.7,0.012549,1.28,PISCO/P96/P97,1,0,1,1,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,iPTF13drr/PSNJ09073675+0323397
SN2008hv,SN2008hv,09:07:34.06,+03:23:32.1,0.013581,0.81,PISCO/P96/P97,1,0,1,1,0,0,0,0,0,0,1,0,1,0.876,0.005,-0.125,0.019,14.735,0.021,NaN
SN2006E,SN2006E,13:53:28.65,+05:12:22.8,0.0027,1.07,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2009mz,SN2009mz,14:03:24.64,-06:03:31.3,0.008579,0.93,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SN2013aj,SN2013aj,13:54:00.68,-07:55:43.8,0.009,4.59,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,1,1,0.942,0.029,-0.087,0.01,14,0.03,PSNJ13540068-0755438
SN2002ha,SN2002ha,20:47:18.58,+00:18:45.6,0.014046,1.94,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,0,1,0.873,0.005,-0.082,0.01,14.714,0.04,NaN
SN2006cm,SN2006cm,21:20:17.48,-01:41:03.5,0.016341,1.54,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,0,1,1.033,0.024,0.976,0.015,17.932,0.027,2MASSJ21201747-0141034
SN2009ds,SN2009ds,11:49:04.11,-09:43:44.9,0.019227,1.02,PISCO/P97,1,0,0,1,0,0,0,0,0,0,1,0,1,1.084,0.01,0.009,0.023,15.551,0.018,NaN
SNF20080612-003,SN20080612,16:15:28.39,+19:13:35.9,0.03258,2.18,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LSQ12hzj,LSQ12hzj,09:59:12.43,-09:00:08.3,0.033532,4.12,PISCO/P97,1,0,0,1,0,0,0,0,0,0,0,1,1,0.966,0.01,-0.092,0.008,16.487,0.024,NaN
SN2002jg,SN2002jg,22:19:28.80,+29:23:04.5,0.01574,2.35,PISCO/P97/arx,1,0,0,1,0,0,1,0,0,0,0,0,1,0.83,0.01,0.657,0.01,17.194,0.028,NaN
SN2012et,SN2012et,23:42:38.82,+27:05:31.5,0.025,4.1,PISCO/P97/HexPak,1,0,0,1,0,0,0,0,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,PSNJ23423882+2705315/PTF12jge
SN2011im,P99--TO-DO--P99,22:44:25.22,-00:10:02.0,0.016228,-999,PISCO/P99,1,0,0,0,0,1,0,0,0,0,0,0,1,0.904,0.012,0.011,0.026,15.741,0.039,PTF11qnr/PSNJ22442522-0010020
SN2012fk,P99--TO-DO--P99,02:30:52.04,+22:28:45.9,0.035,-999,PISCO/P99,1,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,MASTEROTJ023052.04+222845.9
SN2011io,P99--TO-DO--P99,23:02:47.60,+08:48:09.8,0.039,-999,PISCO/P99,1,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,MASTERPGC1354027/CSS120103:230248+084809/PSNJ23024757+0848087
iPTF13dkl,P99--TO-DO--P99,23:44:57.99,+03:23:40.3,0.04,-999,PISCO/P99,1,0,0,0,0,1,0,0,0,1,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,PS1-13dkt
iPTF14gnl,P99--TO-DO--P99,00:23:48.33,-03:51:27.9,0.05,-999,PISCO/P99,1,0,0,0,0,1,0,0,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
